ok,external_id,type,name,winery_name,storage_area,size,vintage,price,info,quantity,internal_notes,matched_name,matched_winery_name,matched_id,matched_original_id,score
TRUE,,RED,Luce Della Vite (3 Litri) Frescobaldi,Luce Della Vite (3 Litri) Frescobaldi,,JEROBOAM,2019,91000,,50,,Tenuta Frescobaldi di Castiglioni,Frescobaldi,wine_01h0my5rm9jp96emkssr3n64wy,,
FALSE,,RED,Les 5 1er Cru (3litri) Domaine des Perdrix,Les 5 1er Cru (3litri) Domaine des Perdrix,,JEROBOAM,2009,86200,,50,,Les 8 Ouvrèes Nuits-Saint-Georges Premier Cru ''Aux Perdrix'',Domaine des Perdrix,,,
TRUE,,WHITE,Le Volte (6 litri) Tenuta Sdell'Ornellaia,Le Volte (6 litri) Tenuta Sdell'Ornellaia,,MATHUSALEM,2017,45000,,50,,Coda di Volpe,Monte Volpe,wine_01gzr4ksd17ecsm6py4s6fhjwr,,
TRUE,,RED,La Vite Lucente (6 Litri) Frescobaldi,La Vite Lucente (6 Litri) Frescobaldi,,MATHUSALEM,2020,60000,,50,,Tenuta Frescobaldi di Castiglioni,Frescobaldi,wine_01h0my5rm9t1289514mmb8xrf1,,
TRUE,,DESSERT,Venegazzù della Casa (12litri) Loredan Gasparini,Venegazzù della Casa (12litri) Loredan Gasparini,,BALTHAZAR,2015,120000,,50,,Grappa di Venegazzù della Casa,Loredan Gasparini,wine_01gzr4kt325ke5a89bn0htwnth,,
TRUE,,RED,Pinot Grigio Lis Neris,Pinot Grigio Lis Neris,,HALF_BOTTLE,2021,1600,,50,,Venezia Giulia ''Lis Neris'' Rosso,Lis Neris,wine_01h0qzm1m1t5h2ryxmg6myf3ce,,
TRUE,,SPARKLING,Laurent-Perrier Brut,Laurent-Perrier Brut,,HALF_BOTTLE,,4100,,50,,Ultra Brut Champagne (Brut Nature),Laurent-Perrier,wine_01hg8mjpwsn8dcsmz7028z122j,,
TRUE,,RED,Blauburgunder Hofstätter,Blauburgunder Hofstätter,,HALF_BOTTLE,2020,1800,,50,,Blauburgunder Riserva,J. Hofstätter,wine_01h0qzm1vfg6y9zb95tbjqdykm,,
TRUE,,RED,Cabernet Sauvignon Lis Neris,Cabernet Sauvignon Lis Neris,,HALF_BOTTLE,2019,1900,,50,,Venezia Giulia ''Lis Neris'' Rosso,Lis Neris,wine_01h0qzm1m0jdc2sp5dgy3mp5mn,,
TRUE,,DESSERT,Venegazzù della Casa Loredan Gasparini,Venegazzù della Casa Loredan Gasparini,,HALF_BOTTLE,2018,3000,,50,,Grappa di Venegazzù della Casa,Loredan Gasparini,wine_01gzr4kt325ke5a89bn0htwnth,,
TRUE,,RED,Brunello di Montalcino Castel Giocondo Frescobaldi,Brunello di Montalcino Castel Giocondo Frescobaldi,,HALF_BOTTLE,2016,4900,,50,,Brunello di Montalcino,Cantina di Montalcino,wine_01gzr4ksd1np5f3w5nnv3jq79q,,
TRUE,,RED,Luce Della Vite Frescobaldi,Luce Della Vite Frescobaldi,,HALF_BOTTLE,2015,9500,,50,,Tenuta Frescobaldi di Castiglioni,Frescobaldi,wine_01h0my5rm9jp96emkssr3n64wy,,
TRUE,,WHITE,Ramandolo 500 ml Ronco Vieri,Ramandolo 500 ml Ronco Vieri,,HALF_LITER,2018,2600,,50,,L''Avi de +500,Varietal 500,wine_01h0qzm041gjhtw1awh3762416,,
FALSE,,DESSERT,Eiswein 375 ml Edith Michlits,Eiswein 375 ml Edith Michlits,,HALF_BOTTLE,2018,6900,,50,,Eiswein,Michlits Stadlmann,,,
TRUE,,DESSERT,Sauternes 375 ml Ier Grand Cru Chateau Guiraud,Sauternes 375 ml Ier Grand Cru Chateau Guiraud,,HALF_BOTTLE,2017,9000,,50,,Petit Guiraud Sauternes,Château Guiraud,wine_01gzr4ktwd8ype1jjcb9f8t312,,
