external_id,type,name,winery_name,storage_area,size,vintage,price,info,quantity,internal_notes,matched_name,matched_winery_name,matched_id,matched_original_id,score
8978654567.0,SPARKLING,CHAMPAGNE LES PARCELLES GRAND CRU EB,PIERRE PAILLARD,,,,90,,3.0,Purchase Price: 40.0,Bouzy Grand Cru Les Parcelles Extra Brut,Pierre Paillard,wine_01gzr4ksvcrt1yyxcknkzrsdpd,5260267.0,39.828384
778633638378.0,SPARKLING,CHAMPAGNE LES TERRES FINE B\B PREMIER CRU EB,DHONT-GRELLET,,,,130,,2.0,Purchase Price: 62.0,Les Terres Fines Blanc de Blancs Extra Brut Champagne Premier Cru,Dhondt-Grellet,wine_01h0sq47yf1taam9jcrwccy5cy,,52.95129
478794879489.0,SPARKLING,CHAMPAGNE LES VIGNES DE VRIGNY,EAGLY-OURIET,,,2018.0,100,,1.0,Purchase Price: 56.0,Les Vignes de Vrigny Brut Champagne Premier Cru,Egly-Ouriet,wine_01h0f3cmbqng4amtz0kpnz4zte,,52.1982
980789656.0,SPARKLING,CHAMPAGNE LONGITUTUDE 1CRU B\B,LARMANDIER-BERNIER,,,,100,,6.0,Purchase Price: 54.0,Longitude Blanc de Blancs Champagne Premier Cru,Larmandier-Bernier,wine_01gzr4ktqd689j5znds22mzw1x,,53.08545
98765456.0,SPARKLING,CHAMPAGNE PREMIER CRU BRUT,AUBRY,,,,70,,1.0,Purchase Price: 25.0,Brut Champagne Premier Cru,Aubry,wine_01h0f3cmbpjnvgep4sy88f0ner,,40.535324
3260923020128.0,SPARKLING,CHAMPAGNE SIR WINSTON CHURCHILL,POL ROGER,,,2012.0,300,,1.0,Purchase Price: 140.0,Sir Winston Churchill Brut Champagne,Pol Roger,wine_01gzr4kscbzga5159ds831sygw,1692390.0,57.19512
3052853075909.0,SPARKLING,CHAMPAGNE SPECIAL CUVÈE,BOLLINGER,,,,90,,3.0,Purchase Price: 42.0,Special Cuvée Brut Aÿ Champagne,Bollinger,wine_01gzr4ks77wsdabt6vnn27vs4y,18929.0,37.069775
2545224467.0,SPARKLING,CHAMPAGNE VINTAGE 13 EB,BILLECART-SALMON,,,2013.0,120,,1.0,Purchase Price: 60.0,Vintage Champagne,Billecart-Salmon,wine_01gzr4ks644bckwegyxjermh07,1319243.0,51.378998
3114080501559.0,SPARKLING,CHAMPAGNE VINTAGE 15,LOUIS ROEDERER,,,2015.0,120,,6.0,Purchase Price: 65.0,Brut Champagne (Vintage),Louis Roederer,wine_01gzr4ks5t7p7ng1aajb3qfwpn,5810903.0,43.136795
,WHITE,CHARDONNAY AUXEY-DURESSES 1CRU,DOMAINE ROY,,,2019.0,95,,2.0,Purchase Price: 0.0,Auxey-Duresses 1er Cru ''Le Val'' Blanc,Roy,wine_01hcwsykdpjhr05fs42h5540ed,,31.885046
754345365742.0,WHITE,CHARDONNAY BOURGOGNE,DUBREUIL-FONTAINE,,,2019.0,55,,2.0,Purchase Price: 18.0,Bourgogne Chardonnay,Domaine Dubreuil-Fontaine,wine_01h0qzm1d0bjejg1b7jk75yqja,,38.887157
98646788.0,WHITE,"CHARDONNAY CHASSAGNE-MONTRACET 1CRU ""MORGEOT""",JEAN-CLAUDE RAMONET,,,2020.0,400,,1.0,Purchase Price: 0.0,Chassagne-Montrachet Premier Cru ''Morgeot'' Blanc,Jean-Claude Ramonet,wine_01h0qsxn6868qwsbranrebacr0,,49.110115
9.0879756756789e+17,WHITE,CHARDONNAY CHASSAGNE-MONTRACET 1CRU LES CHENOVETTES,PHILIPPE COLIN,,,2021.0,140,,1.0,Purchase Price: 0.0,Chassagne-Montrachet Premier Cru ''Les Chenevottes'',Philippe Colin,wine_01gzr4ktjwp1p9p66nga38wn7x,,43.950264
