type,prefix,name,winery,internal_notes,size,vintage,ricavo,purchase_price,sales_price,qty
RED,,GWZ Kolbenhof,Hofstätter,,MAGNUM,2020,,, 98.00 € ,3
RED,,Riesling Kirschgarten GG,Philipp Kuhn,,MAGNUM,2019,,, 108.00 € ,1
RED,,Anaduron,Falkenstein,,MAGNUM,2019,,66 €, 150.00 € ,3
RED,,Vorberg,Terlan,,MAGNUM,2019,,, 135.00 € ,2
RED,,Nova Domus,Terlan,,MAGNUM,2013,,93 €, 260.00 € ,2
RED,,Nova Domus,Terlan,,MAGNUM,2014,,89 €, 240.00 € ,2
RED,,Nova Domus,Terlan,,MAGNUM,2015,,85 €, 220.00 € ,2
RED,,Nova Domus,Terlan,,MAGNUM,2021,,57, 160.00 € ,2
RED,,Quarz,Terlan,,MAGNUM,2016,,90 €, 260.00 € ,1
RED,,Quarz,Terlan,,MAGNUM,2017,,85 €, 240.00 € ,2
RED,,Quarz,Terlan,,MAGNUM,2018,,85 €, 220.00 € ,2
RED,,Quarz,Terlan,,MAGNUM,2022,,68 €, NON IN LIST,3
RED,,Hermannshöhle GG,Dönnhoff,,MAGNUM,2022,,120 €, NON IN LIST,1
RED,,Hermannshöhle GG,Dönnhoff,,MAGNUM,2023,,15 €, NON IN LIST,2
RED,,Dellchen GG,Dönnhoff,,MAGNUM,2023,,120 €, NON IN LIST,2
RED,,Spätlese,Dönnhoff,,MAGNUM,2021,,120 €, NON IN LIST,1
RED,,Honivogl,Hirtberger,,MAGNUM,2022,,184 €, NON IN LIST,3
RED,,Rose,Arunda,,MAGNUM,0,,,0,
RED,,DOM PERIGNON,DOM PERIGNON,,MAGNUM,2012,,595 €, NON IN LIST,1
RED,,Perle,Ferrari,,MAGNUM,2016,,,0,1
RED,,Max Miles,Mossop,,MAGNUM,0,,,0,5
RED,,Barbaresco  ,Produttori del Barbaresco,,MAGNUM,2019,,,0,2
RED,,Barbaresco Rocche 7 Fratelli,Lodali Walter,,MAGNUM,2020,,38 €, NON IN LIST,6
RED,,Barolo,San Biagio,,MAGNUM,2016,,, 85.00 € ,1
RED,,MORUS,Lentsch,,MAGNUM,2011,,, 90.00 € ,2
RED,,Palestina,Lentsch,,MAGNUM,2018,,, 90.00 € ,3
RED,,Trattmann,Girlan,,MAGNUM,2019,,, 115.00 € ,10
RED,,Lagrein Mirell,Ansitz Waldgries,,MAGNUM,2018,,, 130.00 € ,1
RED,,Barbaresco Riserva Ovello,Produttori del Barbaresco,,MAGNUM,2019,,58 €, NON IN LIST,4
RED,,Casasilia Gr. Selezone,Poggio al Sole,,MAGNUM,2016,,, 150.00 € ,1
RED,,REIF,Unterganzner,,MAGNUM,2020,,,0,4
RED,,REIF,Unterganzner,,JEROBOAM,2020,,,0,2
RED,,Etna Rosso,Federico Graziani,,MAGNUM,2021,39,42 €, 90.00 € ,0
RED,,Profumo di Vulcano,Federico Graziani,,MAGNUM,2021,,111 €, non in list,2
RED,,Brunello di Montalcino,Mastrojanni,,MAGNUM,2016,,, 170.00 € ,0
RED,,Cabernet kunst stück,Kaltern,,MAGNUM,x,,,0,0
RED,,Schioppettino,Ronchi di Cialla,,MAGNUM,2010,,120 €, non in list,2
RED,,Montevertine Doppio Magnum,Montevertine,,JEROBOAM,x,,,0,1
RED,,Kalterersee Kunst stück,Kaltern,,MAGNUM,x,,,0,2
RED,,Porphyr ,Terlan,,MAGNUM,x,,,0,1
RED,,Lamarein,Unterganzner,,MAGNUM,2020,,, 175.00 € ,2
RED,,Sito Moresco,Gaja,,MAGNUM,2020,,, 200.00 € ,1
RED,,Curlan MGM,Girlan,,MAGNUM,2019,,, 220.00 € ,1
RED,,Ganger MGM,Girlan,,MAGNUM,2019,,, 300.00 € ,1
RED,,Costabate,Uccelliera,,MAGNUM,2011,,, 400.00 € ,2
RED,,Le Vigne 5L,Sandrone,,BORDEAUX_JEROBOAM,2019,,,0,1
RED,SAKE,Hatsumago Honjozo,X,,,0,,,0,0
RED,,Ichiban Shizuku Junmai Ginjo,X,,,0,,,0,2
