type,full_details,size,price,internal_notes
RED,BAROLO “GINESTRA VIGNA MOSCONI VIGNA PED” Conterno Fantino Docg 2017 (3 - 2015)  ,0.75,€ 110.00,https://www.callmewine.com/barolo-mosconi-conterno-fantino-2017-P30515.htm
RED,BAROLO “VIGNA SORÌ GINESTRA” Conterno Fantino Docg 2019,0.75,€ 139.00,https://www.wineshop.it/it/barolo-vigna-sori-ginestra-conterno-fantino.html
RED,BAROLO “ARIONE” Conterno Giacomo Docg 2018,0.75,€ 300.00,https://www.callmewine.com/barolo-arione-giacomo-conterno-2017-P30441.htm
RED,BAROLO “VIGNA FRANCIA” Conterno Giacomo Docg 2017 ,0.75,€ 290.00,https://www.callmewine.com/barolo-francia-conterno-2017-P30437.htm?gclid=Cj0KCQjwidSWBhDdARIsAIoTVb1XeIyd9Z9WFrElGsjnhfvpkb80G6tw7pugu8_OzM7DYfayJPrtgPQaAgOfEALw_wcB
RED,BAROLO “VIGNA FRANCIA” Conterno Giacomo Docg 2018,0.75,€ 290.00,https://www.callmewine.com/barolo-francia-conterno-2017-P30437.htm?gclid=Cj0KCQjwidSWBhDdARIsAIoTVb1XeIyd9Z9WFrElGsjnhfvpkb80G6tw7pugu8_OzM7DYfayJPrtgPQaAgOfEALw_wcB
RED,BAROLO “RISERVA MONFORTINO” Conterno Giacomo Docg 2015 ,0.75,"€ 1,100.00",https://www.callmewine.com/monfortino-conterno-2015-P30439.htm
RED,BAROLO “CANNUBI” Damilano Docg 2009 ,0.75,€ 120.00,https://www.callmewine.com/barolo-cannubi-damilano-2017-P36586.htm?gclid=Cj0KCQjwidSWBhDdARIsAIoTVb1pj1FLqkWtOYNdfrzLq7HcV162J6TUw2ZdK9aDd-1uPGDkz4SV1CUaAhJGEALw_wcB
RED,BAROLO Domenico Clerico Docg 2017,0.75,€ 75.00,https://www.vinatis.it/45244-barolo-2017-domenico-clerico
RED,"BAROLO ""PER CRISTINA"" Domenico Clerico Docg 2010",0.75,€ 290.00,https://www.enotecatelaro.it/percristina-barolo-docg-domenico-clerico.html
RED,"BAROLO ""MOSCONI"" E. Pira e Figli - Chiara Boschis Docg 2017",0.75,€ 140.00,http://www.pira-chiaraboschis.com/images/SchedeTecniche/Scheda_Tecnica_Barolo_Mosconi_2010.pdf
RED,"BAROLO ""VIA NUOVA"" E. Pira e Figli - Chiara Boschis Docg 2018 (3 - 2017) (1 bt mattoni)",0.75,€ 120.00,http://www.pira-chiaraboschis.com/Barolo_ViaNuova.html
RED,BAROLO Classico Elio Altare Docg 2018 (6 - 2017),0.75,€ 99.00,https://www.tannico.it/barolo-docg-2017-elio-altare.html
RED,BAROLO “RAVERA” Elvio Cogno Docg 2015 ,0.75,€ 115.00,https://www.elviocogno.com/wp-content/uploads/2015/11/01_barolo-ravera-it.pdf
RED,BAROLO Riserva “VIGNA ELENA” Elvio Cogno Docg 2014 (1 - 2009 mattoni) ,0.75,€ 140.00,https://www.elviocogno.com/wp-content/uploads/2015/11/03-barolo-vignaelena-it.pdf
RED,"BAROLO “DAGROMIS"" Gaja Docg 2018 (3 - 2017) (1 -2015)",0.75,€ 110.00,https://www.winedoor.it/barolo-dagromis-docg-gaja.html
RED,"BAROLO “SPERSS"" Gaja Docg 2017",0.75,€ 420.00,https://www.callmewine.com/barolo-sperss-gaja-2017-P35573.htm?gclid=Cj0KCQjwidSWBhDdARIsAIoTVb2NxDPMaqic7hS1H_KvvDFJhZueWb1E3elWpcEYbtZOXrZn6G3zMW0aAqSNEALw_wcB
RED,BAROLO “VIGNETO CAMPE” La Spinetta Docg 2014 (3 - 2011),0.75,€ 200.00,https://www.la-spinetta.com/wp-content/uploads/2020/07/la-spinetta-barolo-campe-docg-2014-it.pdf
RED,BAROLO “VIGNETO CAMPE” La Spinetta Docg 2009,0.75,€ 220.00,https://www.la-spinetta.com/wp-content/uploads/2020/07/la-spinetta-barolo-campe-docg-2014-it.pdf
RED,BAROLO “VIGNETO GARRETTI” La Spinetta Docg 2018,0.75,€ 99.00,https://www.la-spinetta.com/wp-content/uploads/2020/02/barolo-garretti-2018-ita.pdf
RED,"BAROLO ""SERRELUNGA"" Massolino Docg 2017",0.75,€ 69.00,https://www.massolino.it/wp-content/uploads/Massolino_Barolo-DOCG_ITA.pdf
RED,BAROLO Classico Oddero Docg 2018,0.75,€ 75.00,https://www.oddero.it/images/pdf/it/Barolo.pdf
RED,"BAROLO ""BUSSÌA"" Parusso Docg 2018",0.75,€ 150.00,https://www.parusso.com/images/vini/bussia/scheda_barolo_docg_bussia.pdf
RED,"BAROLO ""PERARMANDO"" Parusso Docg 2018",0.75,€ 75.00,https://www.parusso.com/images/vini/barolo/perarmando_it.pdf
RED,"BAROLO ""BUSSÌA"" Prunotto Docg 2017",0.75,€ 105.00,https://www.prunotto.it/it/vino/bussia-barolo-docg/?wineyear=2017&gen_pdf=1
RED,BAROLO Rocche dei Manzoni Docg 2018,0.75,€ 75.00,https://www.rocchedeimanzoni.it/wp-content/uploads/2018/12/05_barolo-docg-it-min.pdf
RED,"BAROLO ""CASTIGLIONE"" Vietti Docg 2018",0.75,€ 80.00,https://www.vietti.com/wp-content/uploads/Vietti_Barolo-Castiglione-2018_IT.pdf
RED,"BAROLO ""LAZZARITO"" Vietti Docg 2018",0.75,€ 270.00,https://www.vietti.com/wp-content/uploads/Vietti_Barolo-Lazzarito-2018_IT.pdf
RED,"BAROLO ""CEREQUIO"" Vietti Docg 2018",0.75,€ 270.00,https://www.vietti.com/wp-content/uploads/Vietti_Barolo-Cerequio-2018_IT.pdf
RED,DOLCETTO “PAPÁ CELSO” Abbona Marziano Dogliani Docg 2016,0.75,€ 38.00,https://www.abbona.com/wp-content/uploads/2015/03/Pap%C3%A0-Celso-2017-2.pdf
RED,DOLCETTO “TRIFOLÈ” Bruno Rocca Dolcetto d’Alba Doc 2019,0.75,€ 29.00,https://www.brunorocca.it/vini/dolcetto-dalba-doc-trifole/
RED,DOLCETTO “BARTUROT” Ca' Viola Doc 2019 (6 - 2016),0.75,€ 29.00,http://www.caviola.com/pdf/DOLCETTO_D_ALBA_BARTUROT_ITA.pdf
RED,DOLCETTO “ROSSANA” Ceretto Doc 2020,0.75,€ 29.00,https://www.ceretto.com/uploads/public/2202_ceretto-dolcetto-doc-rossana.pdf
RED,DOLCETTO Elio Altare Doc 2020,0.75,€ 29.00,https://www.ceretto.com/uploads/public/2202_ceretto-dolcetto-doc-rossana.pdf
RED,GATTINARA (NEBBIOLO) Nervi Alto Piemonte Gattinara Docg 2019,0.75,€ 89.00,https://www.callmewine.com/gattinara-molsino-nervi-2016-P27753.htm?gclid=Cj0KCQjwidSWBhDdARIsAIoTVb3NDB9nLoYOqVhWPMhYkevrKFTDUeA2B2gDqfK1af3EVnk9EXWgDS4aAvSDEALw_wcB
RED,"GATTINARA ""VIGNA VALFERANA"" (NEBBIOLO) Nervi Alto Piemonte Gattinara Docg 2018",0.75,€ 175.00,https://www.altopiemonteitalia.com/Gattinara-Vigna-Valferana-Nervi-Conterno
RED,"NEBBIOLO ""GIBLIN"" Ca'Viola Langhe Doc 2019 (4 - 2017)",0.75,€ 36.00,https://www.tannico.it/langhe-nebbiolo-doc-giblin-2018-ca-viola.html
RED,NEBBIOLO “BERNARDINA” Ceretto Doc 2020 (9 - 2019),0.75,€ 36.00,https://www.ceretto.com/uploads/public/2213_ceretto-nebbiolo-doc-bernardina.pdf
RED,NEBBIOLO E. Pira e Figli - Chiara Boschis Docg 2020,0.75,€ 59.00,https://www.callmewine.com/nebbiolo-chiara-boschis-e-pira-figli-2019-P34253.htm
RED,NEBBIOLO “GINESTRINO” Conterno Fantino Langhe Doc 2021,0.75,€ 36.00,https://www.callmewine.com/nebbiolo-ginestrino-conterno-fantino-2019-P30893.htm
RED,"NEBBIOLO ""MARGHE"" Damilano Langhe Doc 2019",0.75,€ 34.00,http://cantinedamilano.it/wp-content/uploads/2017/11/08-Langhe-Nebbiolo-Marghe.pdf
RED,NEBBIOLO “CAPISME” Domenico Clerico Langhe Doc 2018,0.75,€ 36.00,https://www.callmewine.com/nebbiolo-capisme-e-clerico-2020-P34450.htm
RED,NEBBIOLO Classico Elio Altare Docg 2021,0.75,€ 34.00,https://www.callmewine.com/nebbiolo-elio-altare-2020-P33256.htm
RED,NEBBIOLO “MONTEGRILLI” Elvio Cogno Langhe Doc 2019 (3 - 2018),0.75,€ 34.00,https://www.elviocogno.com/wp-content/uploads/2015/11/10-nebbiolo-it.pdf
RED,NEBBIOLO La Spinetta Langhe Doc 2019 (3 - 2016),0.75,€ 39.00,https://www.la-spinetta.com/wp-content/uploads/2020/02/langhe-nebbiolo-2019-ita-1.pdf
RED,NEBBIOLO Massolino Langhe Doc 2019  (1 - 2015 mattoni),0.75,€ 34.00,https://www.massolino.it/wp-content/uploads/Langhe-DOC-Nebbiolo-IT-Massolino.pdf
RED,NEBBIOLO Oddero Langhe Doc 2020 (8 - 2019) (1 - 2018 vetro),0.75,€ 36.00,https://www.oddero.it/images/pdf/it/Langhe_nebbiolo.pdf
RED,NEBBIOLO Rocche dei Manzoni Doc 2019,0.75,€ 34.00,https://www.rocchedeimanzoni.it/wp-content/uploads/2018/12/08_langhe-doc-nebbiolo-it-min.pdf
RED,"NEBBIOLO ""PERBACCO"" Vietti Doc 2020",0.75,€ 34.00,https://www.vietti.com/vini/nebbiolo-perbacco/nebbiolo-perbacco-2019/
RED,"CREMES (PINOT NERO,DOLCETTO) Gaja Langhe Doc 2018 (2 - 2016)",0.75,€ 59.00,https://www.callmewine.com/cremes-gaja-2019-P27362.htm?gclid=Cj0KCQjwidSWBhDdARIsAIoTVb09QIwsr79vItaB3qkDX8KvDMwNdfwOwIvNe55Xpm-g9SNhjW-4HjIaAhFQEALw_wcB
RED,BARBARESCO Riserva “BALUCHIN” Enzo Cocitto Docg 2009 ,0.75,€ 78.00,https://www.xtrawine.com/it/vini/cocito-barbaresco-baluchin-riserva-2012/p29091
RED,BARBARESCO “PAJE” Roagna Docg 2009  (1 sotto tetto),0.75,€ 320.00,https://www.roagna.com/wp-content/uploads/2015/02/03-Barbaresco-paje.pdf
RED,BAROLO Parusso Docg 2013 ,0.75,€ 58.00,https://www.parusso.com/images/vini/langhenebbiolo/Langhe_nebbiolo_PARUSSO_IT_2022.pdf
RED,BAROLO “PIRA” Roagna Docg 2009  (1 sotto tetto),0.75,€ 320.00,https://www.roagna.com/wp-content/uploads/2015/07/04-Barolo-pira.pdf
RED,BAROLO “BRICCO PERNICE” Elvio Cogno Docg 2010 (mattoni),0.75,€ 116.00,https://www.elviocogno.com/wp-content/uploads/2015/11/02-barolo-briccopernice-it.pdf
RED,BAROLO “TERLO RAVERA” Abbona Marziano Docg 2004 (mattoni),0.75,€ 89.00,https://www.callmewine.com/barolo-ravera-abbona-2015-P23210.htm?gclid=Cj0KCQjwidSWBhDdARIsAIoTVb0Rp4ljOwA54UI4RwEcaHNjKVFf4Tg_bv3D4UgFEGbBD3yRr5GbtTYaAjACEALw_wcB
RED,BAROLO “CERVIANO” Abbona Marziano Docg 2011 ,0.75,€ 89.00,https://www.abbona.com/wp-content/uploads/2015/03/barolo-docg-cerviano-it-2011-1.pdf
,,0.75,,
,Toscana Bianchi,0.75,,
WHITE,CHARDONNAY Monteverro IGT Toscana 2016,0.75,€ 130.00,https://www.monteverro.com/app/uploads/2019/06/IT_CHARDONNAY_2016.pdf
WHITE,"PALISTORTI DI VALGIANO (VERMENTINO, TREBBIANO, MALVASIA, GRECHETTO) Tenuta di Valgiano Colline Lucchesi Doc 2016 ",0.75,€ 34.00,https://www.tannico.it/colline-lucchesi-doc-palistorti-di-valgiano-2017-tenuta-di-valgiano.html
WHITE,"POGGIO ALLE GAZZE (SAUVIGNON BLANC, VIOGNER, VERMENTINO, VERDICCHIO) Tenuta dell’ Ornellaia Toscana IGT 2013  (mattoni)",0.75,€ 55.00,https://www.ornellaia.com/wp-content/uploads/2022/03/PG2020-VINTAGE-SHEET-IT.pdf
WHITE,POMINO BIANCO (CHARDONNAY) Riserva “BENEFIZIO” C. di Pomino Doc 2013  (mattoni),0.75,€ 42.00,
WHITE,"SAUVIGNON BLANC ""SERENA"" C. di Banfi Toscana IGT 2018",0.75,€ 26.00,
,,0.75,,
,Toscana Rossi,0.75,,
RED,BRUNELLO DI MONTALCINO Biondi Santi Docg 2016 (2 - 2009) (2 - 2011) ,0.75,€ 260.00,https://www.biondisanti.it/pdfgen/sheet/77/461/it
RED,BRUNELLO DI MONTALCINO Castel Giocondo Docg 2016 (3 - 2013) (1 - 2010) ,0.75,€ 69.00,https://www.frescobaldi.com/it/pdf/castelgiocondo/2016
RED,BRUNELLO DI MONTALCINO “POGGIO ALLE MURA” C. di Banfi Docg 2016 (8 - 2013),0.75,€ 56.00,https://www.callmewine.com/brunello-montalcino-poggio-alle-mura-banfi-2017-P38675.htm
RED,BRUNELLO DI MONTALCINO “RISERVA POGGIO ALL’ORO” C. Di Banfi Docg 2012  ,0.75,€ 160.00,https://www.callmewine.com/brunello-poggio-all-oro-banfi-2013-P28536.htm?gclid=Cj0KCQjwidSWBhDdARIsAIoTVb3YoxqaCo7WvEl2nHAAgK1QPitemRSd-qAzAX9OtQjboYnfyRAe_pUaApzlEALw_wcB
RED,BRUNELLO DI MONTALCINO Cerbaiona Docg 2018,0.75,€ 260.00,https://www.tannico.it/brunello-di-montalcino-docg-2016-cerbaiona.html
RED,BRUNELLO DI MONTALCINO Gaja - Pieve Santa Restituta Docg 2016 (7 - 2015),0.75,€ 96.00,https://www.winedoor.it/brunello-di-montalcino-docg-pieve-santa-restituta-gaja.html
RED,BRUNELLO LUCE M. de Frescobaldi Toscana Docg 2017,0.75,€ 160.00,https://www.tenutaluce.com/api/pdf/?wine=brunello&year=2017&language=it
RED,BRUNELLO DI MONTALCINO Mastrojanni Docg 2014 (1 - 2013),0.75,€ 85.00,https://www.mastrojanni.com/pdfgen/sheet/36/248/it
RED,BRUNELLO DI MONTALCINO Solaria Docg 2015 (1 - 2013),0.75,€ 65.00,https://www.tannico.it/brunello-di-montalcino-docg-2016-solaria-cencioni.html?old_vintage
RED,BRUNELLO DI MONTALCINO Tenuta Le Potazzine Docg 2017 (3 - 2013) (2 - 2012 *controllare*),0.75,€ 110.00,https://acrobat.adobe.com/link/review?uri=urn:aaid:scds:US:5ab8091d-3ff6-3724-a64a-1f7073f41ee7#pageNum=1
RED,BRUNELLO DI MONTALCINO Riserva Tenuta Le Potazzine Docg 2011 (1 sotto tetto),0.75,€ 280.00,https://acrobat.adobe.com/link/review?uri=urn:aaid:scds:US:098477bf-c230-3afc-96f5-1a227d415dc5
RED,CHIANTI Classico Castello di Ama Docg 2019 (4 - 2018),0.75,€ 36.00,https://www.datocms-assets.com/11287/1611656740-ama-2019-ita.pdf
RED,CHIANTI Classico Mazzei Castello di Fonterutoli Docg 2017,0.75,€ 29.00,https://www.mazzei.it/_files/uploads/fonterutoli_2017_ita_1.pdf
RED,CHIANTI Classico Riserva “SERLAPO” Castello di Fonterutoli Docg 2013,0.75,€ 39.00,https://www.mazzei.it/_files/uploads/Ser%20Lapo%202013%20ITA.pdf
RED,"CHIANTI Classico Riserva ""LE BARONCOLE"" (97% SANGIOVESE, 3% CANNAIOLO)Fattoria San Giusto A Rentennano Docg 2019",0.75,€ 45.00,"https://distilwine.com/rossi/690-chianti-classico-riserva-le-baroncole-docg-san-giusto-a-rentennano.html#:~:text=Descrizione,%2C%20viola%20appassita%2C%20molto%20complesso."
RED,"CHIANTI Classico ""PER CARLO"" (SANGIOVESE 100%) Fattoria San Giusto A Rentennano Sangiovese di Toscana IGT 2018",0.75,€ 105.00,https://www.callmewine.com/chianti-san-giusto-rentennano-2020-P38354.htm?gclid=Cj0KCQjwidSWBhDdARIsAIoTVb3zpH6yBC8Z6CZcsuFLJrmSaMBRnqnNJrU5T4YKXwyDPkmIL8kMx9MaAtM0EALw_wcB
RED,CHIANTI Classico Fontodi Docg 2020,0.75,€ 45.00,http://www.fontodi.com/assets/chianticlassico_fontodi.pdf
RED,CHIANTI RUFINA Riserva “NIPOZZANO” Frescobaldi Docg 2018 (9 - 2015),0.75,€ 29.00,https://www.frescobaldi.com/it/pdf/nipozzano-riserva/2018
RED,CHIANTI Classico “TENUTA PERANO” Frescobaldi Docg 2019,0.75,€ 29.00,https://www.frescobaldi.com/it/pdf/tenuta-perano/2016
RED,"CHIANTI Classico Gran Selezione ""RIALZI TENUTA PERANO” Frescobaldi Docg 2017 (1 - 2018)",0.75,€ 69.00,https://www.frescobaldi.com/it/pdf/rialzi/2015
RED,CHIANTI Classico Riserva “TENUTA PERANO” Frescobaldi Docg 2015,0.75,€ 39.00,https://www.frescobaldi.com/it/pdf/tenuta-perano-riserva/2015
RED,"CHIANTI Classico Lamole & Lamole ""DUELAME"" Docg 2019 (3 - 2016)",0.75,€ 29.00,https://www.lamole.com/wp-content/uploads/2019/11/LAM_Duelame_Chianti-Classico-DOCG_ITA.pdf
RED,"CHIANTI Classico Riserva Lamole & Lamole ""LAREALE"" Docg 2018 ",0.75,€ 44.00,https://www.lamole.com/wp-content/uploads/2019/11/LAM_Lareale_Chianti-Classico-DOCG_Riserva_ITA.pdf
RED,CHIANTI Classico “GRAN SELEZIONE” Lamole & Lamole Docg 2015 (2 - 2012),0.75,€ 49.00,https://www.tannico.it/chianti-classico-gran-selezione-docg-vigneto-di-campolungo-2015-magnum-lamole-di-lamole-cassetta-di-legno.html
RED,ROSSO DI MONTALCINO Cerbaiona IGT 2020 (7 - 2017),0.75,€ 69.00,https://www.callmewine.com/rosso-montalcino-cerbaiona-2019-P37349.htm?gclid=CjwKCAjwrNmWBhA4EiwAHbjEQDEdneye9WDl94QOBnMvp9EURkNdubtoF36-esQv1KbsMjjtZpWp4BoC7cMQAvD_BwE
RED,ROSSO DI MONTALCINO Mastrojanni Doc 2018,0.75,€ 39.00,https://www.mastrojanni.com/pdfgen/sheet/40/252/it
RED,ROSSO DI MONTALCINO Tenuta Le Potazzine Doc 2020 (8 - 2017),0.75,€ 42.00,https://acrobat.adobe.com/link/review?uri=urn:aaid:scds:US:7dc13a49-1900-3742-bcc2-3b131b0127e9#pageNum=1
RED,"CABREO IL BORGO (SANGIOVESE, CAB. SAUVIGNON) A. & G. Folonari IGT 2018  (3 - 2013) (1 - 2008)",0.75,€ 69.00,https://www.tenutefolonari.com/vini/cabreo-il-borgo/
RED,IL PARETO (CABERNET SAUVIGNON) A. & G. Folonari Tenuta Nozzole IGT 2018 (1 - 2013),0.75,€ 95.00,https://www.tenutefolonari.com/wp-content/uploads/2022/01/IL-PARETO-2017.pdf
RED,"SOR UGO (CABERNET SAUVIGNON, MERLOT, PETIT VERDOT) Aia Vecchia Bolgheri Superiore Doc 2016",0.75,€ 55.00,https://www.aiavecchiabolgheri.it/wp-content/uploads/doc/scheda_tecnica_sor_ugo_it.pdf
RED,"KEPOS (ALICANTE NERO,GRENACHE, CARIGNANO, MOURVEDRE) Ampeleia Costa Toscana IGT 2018",0.75,€ 32.00,https://www.ampeleia.it/vini/kepos
RED,"BISERNO (CABERNET FRANC, CABERNET SAUVIGNON, MERLOT, PETIT VERDOT) Biserno Toscana IGT 2018",0.75,€ 200.00,https://www.biserno.it/public/wines/Tenuta%20di%20Biserno_Schede%20Tecniche_A4_BISERNO_ITA_2018_3hxkgz0o.pdf
RED,"IL PINO DI BISERNO (CABERNET FRANC, CABERNET SAUVIGNON, MERLOT, PETIT VERDOT) Biserno Toscana IGT 2020 (4 - 2018)",0.75,€ 79.00,https://www.biserno.it/public/wines/Tenuta%20di%20Biserno_Schede%20Tecniche_A4_IL%20PINO%20DI%20BISERNO_ITA_2018_ehiblwqw.pdf
RED,"50&50 (SANGIOVESE, MERLOT) Capannelle Toscana IGT 2017 (1 - 2016)",0.75,€ 170.00,https://www.avignonesi.it/it/portfolio-item/5050/
RED,"SOLARE (SANGIOVESE, MALVASIA NERA) Capannelle Toscana IGT 2014",0.75,€ 95.00,https://www.xtrawine.com/it/vini/capannelle-solare-2016/p37491
RED,L'APPARITA (MERLOT) Chianti Classico Castello di Ama Docg 2016,0.75,€ 330.00,https://www.datocms-assets.com/11287/1589557439-l-apparita-2016-ita.pdf
RED,L'APPARITA (MERLOT) Chianti Classico Castello di Ama Docg 2018,0.75,€ 330.00,https://www.datocms-assets.com/11287/1637162977-l-apparita-2018-ita.pdf
RED,"VIGNETO BELLAVISTA (SANGIOVESE, MALVASIA NERA) Chianti Classico Castello di Ama Docg 2016",0.75,€ 280.00,https://www.datocms-assets.com/11287/1589458168-vigneto-bellavista-2016-ita.pdf
RED,"VIGNETO LA CASUCCIA (SANGIOVESE, MERLOT) Chianti CLassico Castello di Ama Docg 2016",0.75,€ 280.00,https://www.datocms-assets.com/11287/1589458064-vigneto-la-casuccia-2016-ita.pdf
RED,"EXCELSUS (MERLOT, SANGIOVESE) Castello di Banfi Toscana IGT 2013 ",0.75,€ 52.00,https://www.banfi.it/it/vini-banfi/p@excelsus
RED,"SUMMUS (SANGIOVESE, CABERNET SAUVIGNION, SYRAH) Castello di Banfi Toscana IGT 2017 (10 - 2014)",0.75,€ 49.00,https://www.banfi.it/it/vini-banfi/p@summus
RED,"ROSSO 385 (MERLOT, CILIEGIOLO, SYRAH) Ciacci Piccolomini d'Aragona Toscana IGT 2016",0.75,€ 29.00,https://www.tannico.it/toscana-rosso-igt-385-2016-ciacci-piccolomini-d-aragona.html
RED,DUEMANI (CABERNET FRANC) Costa Toscana IGT 2017,0.75,€ 210.00,https://www.duemani.eu/shop/prodotto/duemani-igp-costa-toscana-2017/
RED,FLACCIANELLO (SANGIOVESE) Fontodi Colli Toscana Centrale IGT 2019,0.75,€ 160.00,http://www.fontodi.com/assets/flaccianello_fontodi.pdf
RED,"CA’ MARCANDA PROMIS (MERLOT, SIRAH, SANGIOVESE) Gaja Toscana IGT 2020 (1 - 2015)",0.75,€ 65.00,https://www.callmewine.com/promis-ca-marcanda-gaja-2020-P38593.htm
RED,"CA'MARCANDA (CABERNET SAUVIGNON, CABERNET FRANC) Gaja Bolgheri DOC 2018",0.75,€ 220.00,https://www.callmewine.com/bolgheri-rosso-ca-marcanda-gaja-2019-P39104.htm?gclid=CjwKCAjwrNmWBhA4EiwAHbjEQHyZ6l44PkmavjzG-3-6EcGawm1K6W_tllGXhaK338pS3-Pii0y1HBoC9G8QAvD_BwE
RED,"GUADO AL TASSO (CAB. SAUVIGNON, CAB. FRANC, MERLOT) Marchesi Antinori Toscana IGT 2016",0.75,€ 200.00,https://www.antinori.it/it/vino/guado-al-tasso/?wineyear=2016&ajax=1&lang=it_IT&gen_pdf=1
RED,"GUADO AL TASSO (CAB. SAUVIGNON, CAB. FRANC, MERLOT) Marchesi Antinori Toscana IGT 2019",0.75,€ 170.00,https://www.antinori.it/it/vino/guado-al-tasso/?wineyear=2019&ajax=1&lang=it_IT&gen_pdf=1
RED,"TIGNANELLO (SANGIOVESE, CAB. SAUVIGNON, CAB. FRANC) Marchesi Antinori Toscana IGT 2018",0.75,€ 135.00,https://www.antinori.it/it/vino/tignanello/?wineyear=2018&ajax=1&lang=it_IT&gen_pdf=1
RED,"TIGNANELLO (SANGIOVESE, CAB. SAUVIGNON, CAB. FRANC) Marchesi Antinori Toscana IGT 2009",0.75,€ 190.00,https://www.antinori.it/it/vino/tignanello/?wineyear=2009&ajax=1&lang=it_IT&gen_pdf=1
RED,"LUCE (MERLOT, SANGIOVESE) M. de Frescobaldi Toscana IGT 2016 ",0.75,€ 160.00,https://www.tenutaluce.com/api/pdf/?wine=luce&year=2016&language=it
RED,"LUCE (MERLOT, SANGIOVESE) M. de Frescobaldi Toscana IGT (1 - 2017) (1 - 2019)",0.75,€ 160.00,https://www.tenutaluce.com/api/pdf/?wine=luce&year=2019&language=it
RED,"LUCENTE (MERLOT, SANGIOVESE) M. de Frescobaldi Toscana IGT 2018 (2020)",0.75,€ 49.00,https://www.tenutaluce.com/api/pdf/?wine=lucente&year=2018&language=it
RED,LUX (CABERNET SAUVIGNON) M. de Frescobaldi Toscana IGT 2018,0.75,€ 230.00,https://www.tenutaluce.com/api/pdf/?wine=lux-vitis&year=2018&language=it
RED,BADIÒLA (SANGIOVESE) Mazzei Castello di Fonterutoli Chianti Classico Docg 2018,0.75,€ 94.00,https://www.mazzei.it/_files/uploads/badiola_gran_selezione_2018_ita_1.pdf
RED,"CONCERTO (SANGIOVESE, CABERNET SAUVIGNON) Mazzei Castello di Fonterutoli Toscana IGT 2016 (4 - 2013) (2 - 2015)",0.75,€ 110.00,https://www.mazzei.it/_files/uploads/concerto_2016_ita.pdf
RED,"CONCERTO (SANGIOVESE, CABERNET SAUVIGNON) Mazzei Castello di Fonterutoli Toscana IGT 2011",0.75,€ 125.00,https://www.mazzei.it/_files/uploads/concerto_2016_ita.pdf
RED,IPSUS (SANGIOVESE) Mazzei Castello di Fonterutoli Chianti Classico Docg 2016,0.75,€ 460.00,https://www.enotecapirovano.com/it/vini-pregiati/4256-chianti-classico-gran-selezione-ipsus-2015-75-cl-mazzei.html
RED,MIX 36 (SANGIOVESE) Mazzei Castello di Fonterutoli Toscana IGT 2015,0.75,€ 99.00,https://www.mazzei.it/_files/uploads/mix36_2015_ita.pdf
RED,"SIEPI (MERLOT, SANGIOVESE) Mazzei Castello di Fonterutoli Toscana IGT 2015  ",0.75,€ 190.00,https://www.mazzei.it/_files/uploads/siepi_2015_ita_2.pdf
RED,"SIEPI (MERLOT, SANGIOVESE) Mazzei Castello di Fonterutoli Toscana IGT 2008 (2 - 2007) (2 - 2008)   ",0.75,€ 250.00,https://www.mazzei.it/_files/uploads/siepi_2008_ita.pdf
RED,LE PERGOLE TORTE (SANGIOVESE 100%) Montevertine Toscana IGT 2020 (3 - 2019) (2 - 2018) (2 - 2017),0.75,€ 210.00,"https://www.enosearcher.it/bottiglia/montevertine-toscana-igt-le-pergole-torte-2018/#:~:text=Montevertine%20Toscana%20Le%20Pergole%20Torte,fiori%20rossi%2C%20spezie%20e%20grafite."
RED,"MONTEVERTINE (SANGIOVESE, CANAIOLO E COLORINO) Montevertine Toscana IGT 2020 (8 - 2019) (2 - 2018) (2 - 2017) ",0.75,€ 89.00,https://www.montevertine.it/wp-content/uploads/2019/02/3-Montevertine_IT-1.pdf
RED,"PIAN DEL CIAMPOLO (SANGIOVESE, CANAIOLO E COLORINO) Montevertine Toscana IGT 2021 (5 - 2020) (5 - 2019)",0.75,€ 45.00,https://www.montevertine.it/wp-content/uploads/2019/02/1-PianCiampolo_IT-1.pdf
RED,"SAPAIO (CABERNET SAUVIGNON, CABERNET FRANC, MERLOT, PETIT VERDOT) Potere Sepaio Bolgheri Superiore Doc 2016 (3 - 2013) (1 - 2008)",0.75,€ 90.00,https://www.tannico.it/toscana-rosso-superiore-igt-sapaio-2016-podere-sapaio.html
RED,"VOLPOLO (CABERNET SAUVIGNON, MERLOT, PETIT VERDOT) Potere Sapaio Bolgheri Doc 2017",0.75,€ 39.00,https://www.tannico.it/bolgheri-rosso-doc-volpolo-2017-magnum-podere-sapaio-cassa-legno.html
RED,"LE STANZE (CABERNET SAUVIGNON, MERLOT) Poliziano ToscanaIGT 2013 ",0.75,€ 59.00,https://carlettipoliziano.com/wp-content/uploads/2018/10/LE-STANZE-DEL-POLIZIANO-Toscana-Rosso-igt.pdf
RED,"GIRAMONTE (MERLOT, SANGIOVESE) Tenuta di Castiglione ToscanaIGT 2003",0.75,€ 145.00,https://www.frescobaldi.com/it/pdf/giramonte/2003
RED,"DIFESE (CABERNET SAUVIGNON, SANGIOVESE) Tenuta di San Guido Toscana IGT 2021 ",0.75,€ 30.00,http://www.tenutasanguido.com/LeDifese.html
